Sütun1;id;fiyat;oda_salon_sayisi;net_m2;bina_yasi;isinma_tipi;krediye_uygunluk;bulundugu_kat;banyo_sayisi;ilce;nüfus;eðitim;okuma_yazma_bilmeyen
3622;3622;4,50E+05;4;115;0;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
3048;3048;510000;4;135;5;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
475;475;2450000;6;200;1;Merkezi(PayÖlçer);Uygun;5. Kat;2;Keçiören;938565;Lise;1,43
302;302;195000;4;105;20;Kombi;Uygun;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
2105;2105;365000;4;120;13;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
524;524;760000;4;130;40;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1838;1838;590000;4;80;0;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
1832;1832;485000;5;210;12;Kombi;Uygun;Giriþ Katý;3;Keçiören;938565;Lise;1,43
734;734;479000;4;120;25;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
4062;4062;259000;4;120;10;Kombi;Uygun;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
4559;4559;300000;4;110;0;;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1053;1053;230000;3;65;11;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
4856;4856;1200000;5;175;0;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
1547;1547;355000;5;135;0;Kombi;Uygun;Yüksek Giriþ;2;Sincan;549108;Lise;1,44
3160;3160;389000;2;55;25;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
1269;1269;950000;5;160;0;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2705;2705;685000;5;170;0;Kombi;Uygun;Ara Kat;2;Çankaya;925828;Lisans;0,7
182;182;245000;4;120;20;Merkezi;Uygun;12. Kat;1;Sincan;549108;Lise;1,44
4448;4448;1450000;5;265;9;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
2183;2183;285000;4;110;25;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
1039;1039;248000;4;115;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
2948;2948;400000;4;110;0;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
902;902;595000;4;135;22;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1144;1144;670000;5;185;2;Merkezi(PayÖlçer);Uygun;Ara Kat;2;Keçiören;938565;Lise;1,43
4327;4327;875000;5;140;35;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1570;1570;525000;2;46;0;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1941;1941;425000;3;115;22;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
1233;1233;950000;3;98;0;Merkezi;Uygun;4. Kat;1;Keçiören;938565;Lise;1,43
2965;2965;780000;5;168;1;Kombi;Uygun;5. Kat;3;Çankaya;925828;Lisans;0,7
3056;3056;535000;6;295;10;Kombi;Uygun;3. Kat;3;Keçiören;938565;Lise;1,43
3353;3353;338000;4;105;28;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
2150;2150;405000;4;135;28;Merkezi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
3107;3107;380000;4;110;0;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
2654;2654;327000;4;130;20;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
391;391;1400000;5;152;0;Merkezi(PayÖlçer);Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
1836;1836;595000;4;140;22;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
1411;1411;580000;3;75;0;Merkezi(PayÖlçer);Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
520;520;449000;4;105;22;Kombi;Uygun;2. Kat;11;Çankaya;925828;Lisans;0,7
4610;4610;460000;4;130;0;Kombi;Uygun;Ara Kat;2;Sincan;549108;Lise;1,44
3060;3060;485000;;200;12;Kombi;Uygun;4. Kat;3;Keçiören;938565;Lise;1,43
1711;1711;550000;4;115;25;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2741;2741;625000;4;120;20;Kombi;Uygun;En Üst Kat;2;Keçiören;938565;Lise;1,43
2951;2951;390000;4;140;2;Kombi;Uygun;3. Kat;2;Sincan;549108;Lise;1,44
1576;1576;;4;115;30;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
1262;1262;985000;4;86;0;Kombi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
3505;3505;850000;3;110;3;Merkezi(PayÖlçer);Uygun;7. Kat;2;Çankaya;925828;Lisans;0,7
3407;3407;1350000;5;185;0;Merkezi(PayÖlçer);Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
3918;3918;6,30E+05;4;135;13;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
2571;2571;240000;3;80;10;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
825;825;750000;5;165;7;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
2691;2691;340000;4;125;20;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2055;2055;750000;4;135;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
4253;4253;260000;4;98;0;Kombi;Uygun;Kot 1;1;Sincan;549108;Lise;1,44
2346;2346;439000;4;125;25;Kombi;Uygun;Yüksek Giriþ;2;Çankaya;925828;Lisans;0,7
4561;4561;895000;4;130;35;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
1720;1720;1250000;5;180;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
4612;4612;200000;4;110;30;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
202;202;1480000;5;180;12;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
2430;2430;590000;4;220;9;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
46;46;525000;4;130;15;Kombi;Uygun;Kot 1;1;Keçiören;938565;liS3;1,43
2035;2035;685000;4;144;36;Merkezi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
3;3;589000;4;120;25;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
433;433;685000;4;105;30;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3515;3515;409000;4;140;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
1208;1208;275000;3;90;21;Kombi;Uygun;Kot 1;2;Keçiören;938565;Lise;1,43
4396;4396;530000;4;140;10;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
1487;1487;260000;4;125;15;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
1382;1382;390000;3;95;20;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
3392;3392;465000;5;155;17;Kombi;Uygun;Ara Kat;2;Keçiören;938565;Lise;1,43
3738;3738;214000;4;110;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
3194;3194;479000;4;130;22;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3760;3760;825000;4;140;29;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
1456;1456;270000;2;65;5;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
4665;4665;1695000;6;420;2;Merkezi(PayÖlçer);Uygun;21 ve üzeri;4;Çankaya;925828;Lisans;0,7
3840;3840;1350000;5;185;0;Merkezi(PayÖlçer);Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
4130;4130;250000;4;110;2;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
2762;2762;364000;4;145;12;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
4585;4585;259000;4;120;20;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
3395;3395;500000;4;130;1;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
7;7;375000;4;125;3;Kombi;Uygun;11. Kat;1;Sincan;549108;Lise;1,44
3184;3184;445000;4;130;13;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3959;3959;275000;4;100;40;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4408;4408;225000;4;105;17;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
550;550;1350000;5;165;5;Merkezi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
4897;4897;1000000;4;-18;0;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
2754;2754;460000;4;100;0;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
382;382;890000;6;200;15;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
4671;4671;600000;4;147;11;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
2679;2679;779;5;165;15;Kombi;Uygun;5. Kat;2;Çankaya;925828;Lisans;0,7
2789;2789;192500;2;75;20;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
2064;2064;950000;3;85;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
3076;3076;739000;4;160;0;Kombi;Uygun;En Üst Kat;2;Çankaya;925828;Lisans;0,7
3474;3474;445000;4;95;33;Kombi;Uygun;En Üst Kat;1;Çankaya;925828;Lisans;0,7
1964;1964;620000;4;134;36;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3040;3040;370000;4;100;1;Kombi;Uygun;Zemin;1;Keçiören;938565;Lise;1,43
722;722;329000;4;100;0;Merkezi(PayÖlçer);Uygun deðil;2. Kat;1;Sincan;549108;Lise;1,44
2081;2081;270000;2;75;10;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
2421;2421;479000;4;130;22;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3602;3602;209000;3;120;20;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
358;358;245000;3;105;25;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
744;744;319000;3;85;30;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4783;4783;750000;4;115;0;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1040;1040;900000;5;200;25;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
499;499;2590000;6;272;3;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
1150;1150;850000;6;212;10;Kombi;Uygun;Teras Katý;2;Çankaya;925828;Lisans;0,7
4788;4788;339500;4;110;0;Merkezi;Uygun;8. Kat;2;Mamak;669465;Lise;1,9
2970;2970;300000;4;100;35;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2239;2239;685000;4;110;3;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
3866;3866;1500000;5;190;0;Merkezi(PayÖlçer);Uygun;Bahçe Katý;3;Çankaya;925828;Lisans;0,7
2607;2607;1665000;3;100;8;Merkezi(PayÖlçer);Uygun;10. Kat;1;Çankaya;925828;Lisans;0,7
2492;2492;410000;4;120;2;Kombi;Uygun;Yüksek Giriþ;2;Çankaya;925828;Lisans;0,7
4691;4691;599000;4;130;20;Merkezi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
122;122;245000;4;110;15;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
1125;1125;570000;4;115;40;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
579;579;385000;5;200;15;Kombi;Uygun;Teras Katý;2;Sincan;549108;Lise;1,44
4324;4324;448000;4;122;2;Merkezi(PayÖlçer);Uygun;1. Kat;1;Sincan;549108;Lise;1,44
602;602;575000;4;120;18;Kombi;;3. Kat;1;Çankaya;925828;Lisans;0,7
2003;2003;3500000;6;290;10;Merkezi;Uygun;2. Kat;3;Keçiören;938565;Lise;1,43
4442;4442;385000;3;115;25;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
4885;4885;625000;4;130;22;Merkezi;Uygun;7. Kat;2;Çankaya;925828;Lisans;0,7
1299;1299;330000;4;135;2;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
2775;2775;680000;4;140;13;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
2319;2319;660000;4;140;15;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1888;1888;2,30E+05;3;85;10;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
2593;2593;475000;5;160;0;Merkezi(PayÖlçer);Uygun;1. Kat;2;Sincan;549108;Lise;1,44
1826;1826;1220000;6;225;0;Merkezi(PayÖlçer);Uygun;14. Kat;3;Keçiören;938565;Lise;1,43
4303;4303;265000;4;110;22;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1564;1564;355000;4;105;29;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3027;3027;179000;3;85;28;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
4548;4548;385000;4;120;15;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3375;3375;1500000;4;145;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
908;908;975000;5;160;0;Merkezi(PayÖlçer);Uygun;12. Kat;2;Çankaya;925828;Lisans;0,7
1202;1202;275500;4;135;1;Kombi;Uygun;En Üst Kat;2;Sincan;549108;Lise;1,44
4283;4283;445000;4;120;25;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2396;2396;595000;4;135;20;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
248;248;238000;4;100;23;Kombi;Uygun;Yüksek Giriþ;1;cankaya;925828;Lisans;0,7
4044;4044;5,99E+05;4;130;20;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2935;2935;685000;4;135;36;Merkezi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4285;4285;180000;4;100;26;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
575;575;295000;4;110;14;Kombi;Uygun;5. Kat;1;Sincan;549108;Lise;1,44
2142;2142;370000;3;80;0;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
1172;1172;449000;4;115;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1533;1533;259000;3;90;25;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
3046;3046;395000;4;128;9;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4252;4252;925000;4;112;0;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
3749;3749;373000;4;120;7;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2916;2916;850000;8;270;0;Merkezi(PayÖlçer);Uygun;3. Kat;4;Keçiören;938565;Lise;1,43
1644;1644;580000;4;115;35;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3594;3594;900000;5;160;15;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
4464;4464;645000;4;115;35;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3875;3875;369000;4;120;4;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
4919;4919;320000;3;80;0;Kombi;Uygun;Giriþ Katý;2;Keçiören;938565;Lise;1,43
19;19;307000;4;100;25;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4367;4367;275000;4;130;3;Kombi;Uygun;3. Kat;1;Mamak;669465;Lise;1,9
4074;4074;549000;4;100;30;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1383;1383;200000;3;85;9;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
2921;2921;500000;4;160;0;Merkezi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
1811;1811;450000;5;140;50;Kombi;Uygun;7. Kat;1;Keçiören;938565;Lise;1,43
154;154;289000;3;95;28;Kombi;Uygun;Kot 2;2;Keçiören;938565;Lise;1,43
743;743;320000;4;125;13;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
62;62;630000;6;240;13;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
3868;3868;1540000;5;180;0;Merkezi;Uygun;17. Kat;2;Çankaya;925828;Lisans;0,7
2333;2333;285000;2;80;28;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2925;2925;465000;4;110;35;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
4805;4805;375000;4;120;40;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
1752;1752;1375000;6;220;23;Merkezi;Uygun;15. Kat;3;Çankaya;925828;Lisans;0,7
1625;1625;539000;4;120;22;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3423;3423;475000;4;100;35;Kombi;Uygun;5. Kat;1;Çankaya;925828;Lisans;0,7
906;906;625000;3;100;19;Merkezi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
396;396;430000;5;170;10;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
1394;1394;2,74E+05;4;110;27;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
3358;3358;3,25E+05;4;100;0;Merkezi(PayÖlçer);Uygun;7. Kat;1;Sincan;549108;Lise;1,44
3123;3123;170000;3;80;35;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
3482;3482;445000;4;115;14;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
4796;4796;394900;4;130;0;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
980;980;475000;4;100;20;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1987;1987;465000;2;85;8;Merkezi(PayÖlçer);Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
476;476;1050000;5;170;0;Merkezi(PayÖlçer);Uygun;9. Kat;2;Çankaya;925828;Lisans;0,7
1624;1624;1249000;5;200;0;Merkezi(PayÖlçer);Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
739;739;138000;3;90;0;Merkezi(PayÖlçer);Uygun deðil;Giriþ Katý;1;Sincan;549108;Lise;1,44
2022;2022;420000;4;130;23;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1279;1279;495000;4;125;0;Kombi;Uygun;3. Kat;2;Sincan;549108;Lise;1,44
4607;4607;439000;4;125;25;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
1725;1725;600000;23;147;11;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1554;1554;1300000;4;130;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
592;592;795000;4;115;25;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
342;342;520000;6;260;15;Kombi;Uygun;3. Kat;;Keçiören;938565;Lise;1,43
1087;1087;1,49E+05;3;90;10;Kombi;Uygun;Giriþ Katý;1;Mamak;669465;Lise;1,9
2267;2267;1595000;5;145;30;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
3825;3825;425000;3;115;22;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3784;3784;495000;4;120;22;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2188;2188;358;4;-48;24;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2486;2486;985000;4;100;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1428;1428;450000;4;135;14;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
283;283;675000;5;200;6;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
527;527;4250000;5;280;;Merkezi;Uygun;4. Kat;4;Çankaya;925828;Lisans;0,7
3538;3538;465000;4;180;10;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
4719;4719;235000;3;85;9;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
1109;1109;7,80E+05;6;220;10;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
3650;3650;650000;4;100;35;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
344;344;425000;4;110;15;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
3276;3276;375000;4;130;0;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
3395;3395;500000;4;130;1;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
4041;4041;385000;3;120;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2491;2491;550000;4;135;19;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2365;2365;439000;4;120;0;Merkezi(PayÖlçer);Uygun;13. Kat;2;Sincan;549108;Lise;1,44
131;131;397000;4;120;21;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2976;2976;1430000;5;178;1;Merkezi(PayÖlçer);Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
1451;1451;529000;4;120;23;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
201;201;785000;5;148;14;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
174;174;589000;4;135;16;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
4053;4053;305000;4;110;30;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4822;4822;580000;3;75;13;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2945;2945;450000;4;120;0;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
3329;3329;1290000;5;165;18;Kombi;Uygun;10. Kat;2;Keçiören;938565;Lise;1,43
3018;3018;2580000;5;220;5;Merkezi(PayÖlçer);Uygun;21 ve üzeri;2;Keçiören;938565;Lise;1,43
3121;3121;395000;4;120;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
4284;4284;985000;6;285;14;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
1827;1827;560000;4;110;35;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
4353;4353;450000;4;112;3;Merkezi(PayÖlçer);Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3646;3646;135000;3;65;30;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
1352;1352;324000;;120;25;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
872;872;535000;3;70;0;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1528;1528;525000;4;110;30;Merkezi;Uygun;5. Kat;1;Keçiören;938565;Lise;1,43
1596;1596;1500000;36;160;0;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
3002;3002;340000;4;110;22;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
4646;4646;3,30E+02;4;110;10;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3360;3360;399000;3;115;25;KatKaloriferi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
736;736;259000;4;120;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
798;798;349000;4;120;25;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
1184;1184;435000;4;115;20;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
993;993;890000;6;200;15;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
4273;4273;270000;4;105;30;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
3772;3772;667000;4;126;25;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
323;323;369000;4;120;5;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
2546;2546;350000;3;110;35;Merkezi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
480;480;334000;4;135;15;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
964;964;750000;4;135;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
3258;3258;7,90E+05;4;115;31;Merkezi(PayÖlçer);Uygun;8. Kat;2;Keçiören;938565;Lise;1,43
1171;1171;259000;3;110;20;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
3831;3831;205000;3;100;0;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
4087;4087;225000;3;90;0;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
2891;2891;280000;4;105;20;Kombi;Uygun;Ara Kat;1;Sincan;549108;Lise;1,44
4104;4104;259000;3;90;25;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
551;551;415000;4;130;35;Merkezi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
4128;4128;1450000;5;210;9;Kombi;Uygun;5. Kat;2;Keçiören;938565;Lise;1,43
3290;3290;980000;5;230;30;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1975;1975;3,28E+05;4;125;28;Merkezi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
4860;4860;435000;4;125;22;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
1775;1775;210000;4;80;30;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
2057;2057;437000;4;120;22;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
321;321;645000;3;110;22;Merkezi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
4405;4405;750000;4;130;45;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2242;2242;330;3;75;35;Merkezi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
1822;1822;325000;4;135;20;Kombi;Uygun;Zemin;1;Çankaya;925828;Lisans;0,7
2146;2146;480000;4;115;0;Kombi;Uygun;4. Kat;2;Sincan;549108;Lise;1,44
1485;1485;380000;4;131;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
164;164;385000;4;110;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;0
4869;4869;650000;4;134;0;Merkezi(PayÖlçer);Uygun;9. Kat;2;Sincan;549108;Lise;1,44
1817;1817;525;3;75;50;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
4160;4160;595000;4;130;22;Kombi;Uygun;2. Kat;2;Çankaya;925828;liSans;0,7
4271;4271;444000;4;110;25;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
4692;4692;995000;4;145;0;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
3037;3037;482000;31;120;16;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3063;3063;975000;32;130;20;Merkezi(PayÖlçer);Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3739;3739;550000;4;145;0;Merkezi(PayÖlçer);Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
2285;2285;599000;5;160;15;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
